Cow No.,Cow Name,Group No.,Previous Group No.,Group Change Date,Days Since Group Change,Sex,Days In Pregnancy,Insem Date,Breed,Transp. No.,No. of Lact.,Days In Milk,Cull flagged,Birth Date,Age Years,Age Months,Age Days,Group No.,Breeding Status,Breeding State (Code),Preg Check Date,Tot. Milk Yest.,Yield This Week ,Milk Last Month,Milk This Month,Monthly Milk Jan,Monthly Milk Feb,Monthly Milk Mar,Monthly Milk April,Monthly Milk May,Monthly Milk June,Monthly Milk July,Monthly Milk Aug,Monthly Milk Sept,Monthly Milk Oct,Monthly Milk Nov,Monthly Milk Dec,Breeding State,Pregnant,Preg. Check Count,Preg Check Date,Abortion Date,Calving Interval,Number Calf 1,Number Calf 2,Sex Calf 1,Sex Calf 2,Days Since Calving,Last Calving Month,Calved Date,Delivery
9007,-,80,75,22.07.02,41,Female,286,21.10.30,Holstein,6586,2,276,-,18.02.20,4.5,53.7,1634,80,"Pregnant, Dry",5,22.01.24,-,-,0,0,993,942,1068,1066,995,74,0,0,1358,1662,1459,1088,Conf. Step  Up,Yes,2,22.01.24,-,336,2130,-,Female,-,345,Sep,21.09.01,-
9008,-,1,80,22.08.02,10,Female,0,-,Holstein,4438,3,10,-,18.02.20,4.5,53.7,1634,1,Fresh,0,-,40.8,226.9,0,314,1137,955,872,876,452,0,0,314,1171,1208,1156,1086,Report Heat,-,0,-,-,-,2995,-,Female,-,10,Aug,22.08.02,Easy
9010,-,2,22,22.07.31,12,Female,0,22.07.23,Holstein,3865,3,89,-,18.02.22,4.5,53.6,1632,2,Bred,1,-,46.1,302.5,1665,552,923,699,201,0,733,1668,1665,552,1204,1219,1153,1053,Inseminate,-,0,-,-,346,2807,-,Female,-,89,May,22.05.15,Easy
9011,-,7,6,22.07.21,22,Female,0,22.05.27,Holstein,355,2,447,-,18.02.22,4.5,53.6,1632,7,Open,1,21.10.18,12.1,68.3,556,122,1090,909,978,911,765,687,556,122,1341,1393,1215,1157,Inseminate,-,0,21.10.18,-,647,1829,-,Female,-,447,May,21.05.22,-
9013,-,1,80,22.08.07,5,Female,0,-,Holstein,152,3,5,-,18.02.24,4.5,53.6,1630,1,Fresh,0,-,39.1,136.8,0,137,941,765,707,570,408,0,0,137,1050,1022,982,939,Report Heat,-,0,-,-,-,3015,-,Female,-,5,Aug,22.08.07,-
9015,-,199,190,22.08.02,10,Female,0,22.01.13,Holstein,-,1,657,Yes,18.02.25,4.5,53.5,1629,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,723,11555,-,Male,-,657,Oct,20.10.24,Hard
9016,-,75,50,22.08.02,10,Female,225,21.12.30,Holstein,1705,2,497,-,18.02.25,4.5,53.5,1629,75,"Pregnant, Dry",5,22.03.21,-,-,504,11,906,735,744,783,723,611,504,11,1029,945,846,937,Conf. Step  Up,Yes,2,22.03.21,-,559,11920,-,Male,-,507,Mar,21.03.23,Easy
9018,-,22,1,22.08.01,11,Female,0,-,Holstein,4914,3,41,-,18.02.27,4.5,53.5,1627,22,Fresh,1,-,53.5,324.6,1420,589,741,556,363,11,0,0,1420,589,1144,1125,816,850,Inseminate,-,0,-,-,-,2911,-,Female,-,41,Jul,22.07.02,-
9020,-,3,2,22.07.31,12,Female,0,22.07.22,Holstein,2792,3,121,-,18.02.28,4.5,53.4,1626,3,Bred,1,22.07.22,25.4,152.1,837,283,697,209,0,378,809,801,837,283,885,881,840,833,Inseminate,-,0,22.07.22,-,377,2736,-,Female,-,121,Apr,22.04.13,Easy
9021,-,199,190,22.08.02,10,Female,0,21.11.04,Holstein,-,2,482,Yes,18.02.28,4.5,53.4,1626,199,"Cull, Not Pregnant",1,22.01.24,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.01.24,22.07.02,478,11996,-,Male,-,482,Apr,21.04.17,Easy
9022,-,4,3,22.07.31,12,Female,0,22.06.21,Holstein,5369,3,229,-,18.02.28,4.5,53.4,1626,4,Pregnant (1st Preg Check),3,22.07.30,25.6,160.9,827,289,663,569,604,709,781,747,827,289,804,542,0,69,2nd Pregn. Check,-,1,22.07.30,-,454,2449,-,Female,-,229,Dec,21.12.26,-
9024,-,4,3,22.07.31,12,Female,0,22.05.20,Holstein,6663,2,247,-,18.03.02,4.4,53.4,1624,4,Open,1,22.07.04,40.5,229.6,1373,438,1670,1474,1683,1591,1582,1422,1373,438,15,0,0,804,Inseminate,-,0,22.07.04,-,440,12683,-,Male,-,247,Dec,21.12.08,-
9026,-,80,75,22.08.02,10,Female,261,21.11.24,Holstein,6803,2,410,-,18.03.02,4.4,53.4,1624,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,776,624,349,0,0,0,0,0,951,885,879,862,Conf. Step  Up,Yes,2,22.02.21,21.09.04,568,1630,-,Female,-,552,Feb,21.02.06,-
9028,-,50,7,22.08.11,1,Female,212,22.01.12,Holstein,4048,2,313,-,18.03.03,4.4,53.3,1623,50,Pregnant,4,22.04.04,15.2,88.9,544,176,1069,900,950,811,816,632,544,176,0,975,1165,1113,Conf. Dry Off,Yes,2,22.04.04,-,378,12460,-,Male,-,313,Oct,21.10.03,Easy
9030,-,22,1,22.08.01,11,Female,0,-,Holstein,9757,3,30,-,18.03.03,4.4,53.3,1623,22,Fresh,0,-,31.1,175,476,326,1121,1040,1025,897,320,0,476,326,1073,1129,1121,1178,Report Heat,-,0,-,-,-,13272,-,Male,-,30,Jul,22.07.13,-
9032,-,199,190,22.07.02,41,Female,0,21.11.26,Holstein,-,2,497,Yes,18.03.03,4.4,53.3,1623,199,"Cull, Not Pregnant",1,22.02.21,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.21,22.06.11,515,11960,-,Male,-,497,Apr,21.04.02,Easy
9033,-,75,50,22.07.10,33,Female,221,22.01.03,Holstein,3016,2,485,-,18.03.04,4.4,53.3,1622,75,"Pregnant, Dry",5,22.03.30,-,-,29,0,745,614,552,435,334,193,29,0,1006,959,884,827,Conf. Step  Up,Yes,2,22.03.30,-,574,1683,-,Female,-,518,Mar,21.03.12,Easy
9034,-,50,7,22.08.11,1,Female,212,22.01.12,Holstein,4422,2,449,-,18.03.04,4.4,53.3,1622,50,Pregnant,4,22.04.04,17.1,109.4,817,223,1090,974,1083,1034,1035,959,817,223,1250,1232,1134,1075,Conf. Dry Off,Yes,2,22.04.04,-,514,1827,-,Male,-,449,May,21.05.20,Easy
9035,-,1,40,22.07.06,37,Female,0,-,Holstein,2450,3,65,-,18.03.04,4.4,53.3,1622,1,Fresh,1,-,24.3,144.4,802,265,234,0,0,0,0,600,802,265,945,873,748,602,Inseminate,-,0,-,-,-,2852,-,Female,-,65,Jun,22.06.08,Easy
9038,-,3,2,22.07.31,12,Female,106,22.04.28,Holstein,10530,3,172,-,18.03.06,4.4,53.2,1620,3,Pregnant,4,22.08.01,40.8,257.3,1391,464,0,213,1247,1338,1422,1413,1391,464,1221,1135,1054,675,Conf. Dry Off,Yes,2,22.08.01,-,343,2618,-,Female,-,172,Feb,22.02.21,-
9039,-,6,5,22.07.31,12,Female,140,22.03.25,Holstein,1816,2,344,-,18.03.07,4.4,53.2,1619,6,Pregnant,4,22.06.20,22.6,146.2,874,280,1164,1036,1122,1111,1049,899,874,280,991,1273,1282,1258,Conf. Dry Off,Yes,2,22.06.20,-,481,12315,-,Male,-,344,Sep,21.09.02,Easy
9040,-,3,2,22.07.31,12,Female,0,22.07.18,Holstein,2507,3,156,-,18.03.07,4.4,53.2,1619,3,Bred,1,22.07.14,35.6,202.3,1224,375,0,0,648,1323,1481,1366,1224,375,941,779,571,340,Inseminate,-,0,22.07.14,-,408,-,-,Female,-,156,Mar,22.03.09,Hard
9042,-,22,1,22.08.10,2,Female,0,-,Holstein,7246,3,21,-,18.03.08,4.4,53.2,1618,22,Fresh,0,-,41.5,257,362,470,754,629,598,221,0,0,362,470,965,911,871,835,Report Heat,-,0,-,-,-,2958,-,Female,-,21,Jul,22.07.22,Easy
9044,-,2,22,22.07.31,12,Female,0,22.07.30,Holstein,4690,3,76,-,18.03.12,4.4,53,1614,2,Bred,1,-,26.6,252.7,1833,518,495,105,0,0,95,1570,1833,518,1059,1006,898,683,Inseminate,-,0,-,-,340,13137,-,Male,-,76,May,22.05.28,Easy
9050,-,3,2,22.07.31,12,Female,0,22.06.27,Holstein,5203,2,118,-,18.03.19,4.4,52.8,1607,3,Open,1,22.08.06,50.1,292.8,1464,529,0,0,0,463,1264,1475,1464,529,472,185,0,0,Inseminate,-,0,22.08.06,-,349,2740,-,Female,-,118,Apr,22.04.16,-
9054,-,7,6,22.07.13,30,Female,204,22.01.20,Holstein,3997,2,503,-,18.03.21,4.4,52.7,1605,7,Pregnant,4,22.04.11,18,108.8,650,207,1007,914,1015,892,819,735,650,207,1136,1073,961,1062,Conf. Dry Off,Yes,2,22.04.11,-,576,1712,-,Female,-,503,Mar,21.03.27,Easy
9056,-,4,3,22.07.31,12,Female,0,22.06.01,Holstein,6701,2,268,-,18.03.21,4.4,52.7,1605,4,Open,1,22.07.04,40.2,245.4,1447,467,1841,1538,1673,1282,1522,1362,1447,467,253,0,628,1837,Inseminate,-,0,22.07.04,-,473,12619,-,Male,-,268,Nov,21.11.17,-
9059,-,2,22,22.07.31,12,Female,0,22.08.03,Holstein,4352,3,92,-,18.03.24,4.4,52.6,1602,2,Bred,1,-,49.5,300.1,1779,557,1068,882,235,0,866,1782,1779,557,1302,1329,1184,1188,Inseminate,-,0,-,-,360,13102,-,Male,-,92,May,22.05.12,Easy
9062,-,7,6,22.07.21,22,Female,0,21.10.07,Holstein,251,2,576,-,18.03.26,4.4,52.6,1600,7,Aborted,1,22.01.01,19.1,110.3,570,196,800,689,650,672,664,630,570,196,1029,993,888,808,Inseminate,-,0,22.01.01,22.02.22,544,11797,-,Male,-,576,Jan,21.01.13,-
9064,-,199,190,22.03.31,134,Female,0,21.10.23,Holstein,-,1,792,Yes,18.03.27,4.4,52.5,1599,199,"Cull, Not Pregnant",1,21.11.27,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.11.27,-,776,11058,-,Male,-,792,Jun,20.06.11,Easy
9065,-,7,6,22.07.21,22,Female,0,22.02.24,Holstein,4950,2,533,-,18.03.27,4.4,52.5,1599,7,Aborted,1,22.05.16,19.4,97.8,642,197,973,736,747,798,729,663,642,197,1077,1090,1040,1008,Inseminate,-,0,22.05.16,22.06.27,641,11876,-,Male,-,533,Feb,21.02.25,Hard
9070,-,3,2,22.07.31,12,Female,121,22.04.13,Holstein,3315,3,188,-,18.03.30,4.4,52.4,1596,3,Pregnant,4,22.07.02,38.3,237.5,1246,425,0,850,1412,1382,1366,1321,1246,425,981,846,779,164,Conf. Dry Off,Yes,2,22.07.02,-,344,2582,-,Female,-,188,Feb,22.02.05,Easy
9071,-,7,6,22.07.21,22,Female,0,22.03.30,Holstein,9023,2,367,-,18.04.01,4.4,52.4,1594,7,Open,1,22.06.01,14.7,78.1,581,172,1222,1007,1103,1023,912,753,581,172,1249,1242,1204,1274,Inseminate,-,0,22.06.01,-,509,12200,-,Male,-,367,Aug,21.08.10,-
9072,-,75,50,22.08.11,1,Female,220,22.01.04,Holstein,2135,2,338,-,18.04.01,4.4,52.4,1594,75,"Pregnant, Dry",5,22.03.30,12.1,75.8,972,209,1364,1055,1290,1283,1206,1118,972,209,970,1368,1311,1370,Conf. Step  Up,Yes,2,22.03.30,-,396,12339,-,Male,-,339,Sep,21.09.07,Easy
9074,-,1,80,22.08.03,9,Female,0,-,Holstein,3595,3,9,-,18.04.02,4.4,52.3,1593,1,Fresh,0,-,42.2,232,0,301,1523,1299,1367,1251,829,0,0,301,1503,1497,1468,1360,Report Heat,-,0,-,-,-,13346,-,Male,-,9,Aug,22.08.03,-
9079,-,199,190,22.05.01,103,Female,0,22.03.17,Holstein,-,2,506,Yes,18.04.07,4.3,52.2,1588,199,"Cull, Not Pregnant",1,22.04.28,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.04.28,-,635,11922,-,Male,-,506,Mar,21.03.24,-
9080,-,50,7,22.08.11,1,Female,212,22.01.12,Holstein,6699,2,386,-,18.04.08,4.3,52.1,1587,50,Pregnant,4,22.04.04,13.9,84.6,676,184,1090,1027,1067,970,872,777,676,184,1259,1200,1131,1195,Conf. Dry Off,Yes,2,22.04.04,-,451,1951,-,Female,-,386,Jul,21.07.22,Easy
9081,-,3,2,22.07.31,12,Female,0,22.07.13,Holstein,6674,3,116,-,18.04.08,4.3,52.1,1587,3,Bred,1,-,46.2,270.5,1484,486,993,519,0,325,1267,1472,1484,486,1246,1198,1177,1109,Inseminate,-,0,-,-,363,13035,-,Male,-,116,Apr,22.04.18,-
9087,-,75,50,22.08.02,10,Female,225,21.12.30,Holstein,8023,2,401,-,18.04.11,4.3,52,1584,75,"Pregnant, Dry",5,22.03.21,-,-,841,12,1041,976,1033,1049,1055,998,841,12,1421,1412,1343,1219,Conf. Step  Up,Yes,2,22.03.21,-,463,12098,-,Male,-,411,Jun,21.06.27,-
9089,-,2,22,22.07.31,12,Female,0,-,Holstein,12848,3,55,-,18.04.12,4.3,52,1583,2,Fresh,1,-,40.8,253.8,1353,476,953,815,653,0,0,383,1353,476,1035,1032,962,936,Inseminate,-,0,-,-,-,13199,-,Male,-,55,Jun,22.06.18,Easy
9091,-,3,2,22.07.31,12,Female,0,22.06.25,Holstein,7448,3,139,-,18.04.14,4.3,51.9,1581,3,Pregnant (1st Preg Check),3,22.07.30,40.2,233.9,1292,417,339,0,220,1316,1291,1292,1292,417,1144,1131,1035,916,2nd Pregn. Check,-,1,22.07.30,-,368,2689,-,Female,-,139,Mar,22.03.26,-
9092,-,4,3,22.07.31,12,Female,0,22.07.25,Holstein,3729,2,237,-,18.04.14,4.3,51.9,1581,4,Open,1,-,29.2,197.7,1184,371,1251,1203,1306,1293,1281,1216,1184,371,599,241,0,363,Inseminate,-,0,-,-,496,12713,-,Male,-,237,Dec,21.12.18,Easy
9093,-,2,22,22.07.31,12,Female,0,22.07.27,Holstein,4594,3,103,-,18.04.16,4.3,51.9,1579,2,Bred,1,-,49.3,311,1674,567,1179,946,0,1,1463,1705,1674,567,1359,1402,1320,1270,Inseminate,-,0,-,-,364,2787,-,Female,-,103,May,22.05.01,-
9094,-,3,2,22.07.31,12,Female,0,22.05.18,Holstein,6559,2,172,-,18.04.16,4.3,51.9,1579,3,Pregnant (1st Preg Check),3,22.07.04,45.8,289,1680,547,0,345,1747,1837,1819,1607,1680,547,1157,1153,1029,533,2nd Pregn. Check,-,1,22.07.04,-,363,2616,-,Female,-,172,Feb,22.02.21,-
9096,-,80,75,22.08.10,2,Female,254,21.12.01,Holstein,6740,1,704,-,18.04.16,4.3,51.9,1579,80,"Pregnant, Dry",5,22.02.18,-,-,0,0,467,259,0,0,0,0,0,0,729,743,728,659,Conf. Step  Up,Yes,2,22.02.18,21.10.13,898,-,-,-,-,875,Mar,20.03.20,Hard
9097,-,3,2,22.07.31,12,Female,0,22.07.01,Holstein,6746,3,121,-,18.04.17,4.3,51.8,1578,3,Pregnant (1st Preg Check),3,22.08.06,33.3,212.7,1263,392,446,0,0,624,1292,1269,1263,392,910,895,848,768,2nd Pregn. Check,-,1,22.08.06,-,356,2735,-,Female,-,121,Apr,22.04.13,-
9098,-,80,75,22.08.02,10,Female,261,21.11.24,Holstein,4046,2,421,-,18.04.18,4.3,51.8,1577,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,1151,1006,1120,846,921,387,0,0,1219,1149,1135,1215,Conf. Step  Up,Yes,2,22.02.21,-,483,12023,-,Male,-,467,May,21.05.02,Easy
9099,-,22,1,22.08.10,2,Female,0,-,Holstein,6652,3,22,-,18.04.19,4.3,51.8,1576,22,Fresh,0,-,42.3,250.7,375,461,1283,1030,1080,988,351,0,375,461,1151,1232,1234,1255,Report Heat,-,0,-,-,-,13297,-,Male,-,22,Jul,22.07.21,-
9102,-,2,22,22.07.31,12,Female,0,22.08.04,Holstein,3095,3,72,-,18.04.22,4.3,51.7,1573,2,Bred,1,-,48.8,293.2,1557,545,1097,841,954,177,3,1327,1557,545,1273,1255,1204,1126,Inseminate,-,0,-,-,341,2839,-,Female,-,72,Jun,22.06.01,-
9103,-,5,4,22.07.31,12,Female,185,22.02.08,Holstein,12693,2,373,-,18.04.22,4.3,51.7,1573,5,Pregnant,4,22.05.02,25.7,153,794,287,1094,1017,1104,1105,1113,945,794,287,1011,991,1036,1092,Conf. Dry Off,Yes,2,22.05.02,-,465,2005,-,Female,-,373,Aug,21.08.04,-
9105,-,75,50,22.07.02,41,Female,247,21.12.08,Holstein,12793,2,377,-,18.04.23,4.3,51.6,1572,75,"Pregnant, Dry",5,22.02.28,-,-,12,0,1120,936,968,876,720,530,12,0,1214,1200,1170,1189,Conf. Step  Up,Yes,2,22.02.28,-,448,12093,-,Male,-,418,Jun,21.06.20,Easy
9106,-,80,75,22.07.02,41,Female,287,21.10.29,Holstein,8965,2,298,-,18.04.24,4.3,51.6,1571,80,"Pregnant, Dry",5,22.01.24,-,-,0,0,1283,1140,1200,1151,1049,56,0,0,1326,1339,1286,1252,Conf. Step  Up,Yes,2,22.01.24,-,357,2035,-,Female,-,367,Aug,21.08.10,-
9108,-,3,2,22.07.31,12,Female,0,22.07.20,Holstein,4620,2,192,-,18.04.25,4.3,51.6,1570,3,Bred,1,22.07.14,39,227.7,1442,439,0,1187,1686,1694,1675,1469,1442,439,856,746,419,0,Inseminate,-,0,22.07.14,-,446,12816,-,Male,-,192,Feb,22.02.01,-
9112,-,4,3,22.07.31,12,Female,0,22.07.01,Holstein,2118,2,276,-,18.04.27,4.3,51.5,1568,4,Open,1,22.08.06,30.9,204.6,1201,382,1430,1216,1282,1241,1261,1196,1201,382,389,0,840,1574,Inseminate,-,0,22.08.06,-,511,2346,-,Female,-,276,Nov,21.11.09,Easy
9113,-,50,7,22.08.11,1,Female,213,22.01.11,Holstein,4541,2,377,-,18.04.27,4.3,51.5,1568,50,Pregnant,4,22.04.04,20.5,130.9,951,264,1229,1069,1143,1028,1064,984,951,264,1272,1254,1223,1277,Conf. Dry Off,Yes,2,22.04.04,-,441,1987,-,Female,-,377,Jul,21.07.31,-
9118,-,7,6,22.08.10,2,Female,202,22.01.22,Holstein,4642,2,342,-,18.04.29,4.3,51.4,1566,7,Pregnant,4,22.04.18,26.8,158.9,844,297,1052,1017,1082,1111,1114,913,844,297,1084,1329,1282,1190,Conf. Dry Off,Yes,2,22.04.18,-,417,12320,-,Male,-,342,Sep,21.09.04,-
9119,-,2,22,22.07.31,12,Female,0,22.08.03,Holstein,3680,3,96,-,18.05.01,4.3,51.4,1564,2,Bred,1,-,41.5,246.4,1369,445,913,510,0,0,755,1376,1369,445,1028,1053,972,911,Inseminate,-,0,-,-,364,13096,-,Male,-,96,May,22.05.08,Easy
9120,-,199,190,22.03.31,134,Female,0,21.11.23,Holstein,-,2,510,Yes,18.05.01,4.3,51.4,1564,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,525,1694,-,Female,-,510,Mar,21.03.20,-
9121,-,75,50,22.07.16,27,Female,244,21.12.11,Holstein,49,1,817,-,18.05.01,4.3,51.4,1564,75,"Pregnant, Dry",5,22.03.07,-,-,235,0,770,720,817,769,706,666,235,0,939,935,857,839,Conf. Step  Up,Yes,2,22.03.07,-,877,882,-,Female,-,844,Apr,20.04.20,Easy
9123,-,75,50,22.07.16,27,Female,243,21.12.12,Holstein,4029,2,278,-,18.05.01,4.3,51.4,1564,75,"Pregnant, Dry",5,22.03.07,-,-,230,0,1043,926,1002,975,944,793,230,0,0,717,1295,1099,Conf. Step  Up,Yes,2,22.03.07,-,339,2265,-,Female,-,305,Oct,21.10.11,Easy
9126,-,4,3,22.07.31,12,Female,0,22.08.06,Holstein,6288,2,227,-,18.05.03,4.3,51.3,1562,4,Bred,1,22.07.11,43.7,253.2,1486,472,1401,1507,1637,1532,1560,1392,1486,472,974,653,0,123,Inseminate,-,0,22.07.11,-,498,12732,-,Male,-,227,Dec,21.12.28,-
9127,-,75,50,22.07.23,20,Female,240,21.12.15,Holstein,9954,2,290,-,18.05.03,4.3,51.3,1562,75,"Pregnant, Dry",5,22.02.03,-,-,551,0,1273,1207,1348,1302,1255,1053,551,0,0,748,1244,1330,Conf. Step  Up,Yes,1,22.02.03,-,347,2248,-,Female,-,310,Oct,21.10.06,-
9128,-,5,4,22.07.31,12,Female,157,22.03.08,Holstein,1729,2,333,-,18.05.04,4.3,51.3,1561,5,Pregnant,4,22.05.30,31.8,180.3,1057,339,1337,1133,1338,1305,1260,1122,1057,339,705,1398,1425,1453,Conf. Dry Off,Yes,2,22.05.30,-,453,12380,-,Male,-,333,Sep,21.09.13,-
9130,-,2,22,22.07.31,12,Female,0,-,Holstein,3925,3,81,-,18.05.05,4.3,51.3,1560,2,Fresh,1,-,56.3,339.2,1861,623,1063,718,227,0,334,1766,1861,623,1419,1362,1242,1171,Inseminate,-,0,-,-,-,13123,-,Male,-,81,May,22.05.23,-
9131,-,7,6,22.07.13,30,Female,207,22.01.17,Holstein,3491,2,519,-,18.05.07,4.3,51.2,1558,7,Pregnant,4,22.04.11,13.6,81.7,488,162,990,871,958,917,881,644,488,162,1296,1166,1115,1037,Conf. Dry Off,Yes,2,22.04.11,-,589,1681,-,Female,-,519,Mar,21.03.11,Easy
9132,-,50,7,22.08.11,1,Female,212,22.01.12,Holstein,6558,2,495,-,18.05.07,4.3,51.2,1558,50,Pregnant,4,22.04.04,15.4,88.5,618,183,975,821,856,846,783,689,618,183,1221,1190,1105,999,Conf. Dry Off,Yes,2,22.04.04,-,560,11963,-,Male,-,495,Apr,21.04.04,-
9134,-,5,4,22.07.31,12,Female,100,22.05.04,Holstein,3764,2,302,-,18.05.08,4.3,51.2,1557,5,Pregnant,4,22.08.01,33.3,205.5,1107,381,1336,1114,1227,1205,1241,1148,1107,381,0,568,1360,1369,Conf. Dry Off,Yes,2,22.08.01,-,479,2281,-,Female,-,302,Oct,21.10.14,Easy
9135,-,80,75,22.08.02,10,Female,261,21.11.24,Holstein,6664,2,426,-,18.05.09,4.3,51.1,1556,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,1098,940,1091,1024,990,802,0,0,1316,1255,1179,1099,Conf. Step  Up,Yes,2,22.02.21,-,488,1776,-,Female,-,472,Apr,21.04.27,Easy
9136,-,2,22,22.07.31,12,Female,0,22.08.10,Holstein,1669,3,82,-,18.05.09,4.3,51.1,1556,2,Bred,1,-,42.1,262.9,1443,490,991,855,496,0,312,1354,1443,490,1093,1103,937,970,Inseminate,-,0,-,-,357,2824,-,Female,-,82,May,22.05.22,Easy
9139,-,22,1,22.08.01,11,Female,0,-,Holstein,1670,2,33,-,18.05.10,4.3,51.1,1555,22,Fresh,0,-,52,303.4,853,560,278,0,0,0,0,0,853,560,720,684,605,535,Report Heat,-,0,-,-,-,2932,-,Female,-,33,Jul,22.07.10,Easy
9141,-,199,190,22.07.02,41,Female,0,-,Holstein,-,3,86,Yes,18.05.10,4.3,51.1,1555,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,13112,-,Male,-,86,May,22.05.18,Easy
9142,-,80,75,22.08.02,10,Female,260,21.11.25,Holstein,8031,2,349,-,18.05.12,4.3,51,1553,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,950,847,870,837,769,485,0,0,1263,1162,1033,990,Conf. Step  Up,Yes,2,22.02.21,-,412,12119,-,Male,-,395,Jul,21.07.13,-
9143,-,2,22,22.07.31,12,Female,0,22.07.10,Holstein,7388,3,100,-,18.05.12,4.3,51,1553,2,Bred,2,-,49.2,289.6,1599,532,975,508,0,0,1057,1572,1599,532,1173,1143,1083,1050,Pregn. Check,-,0,-,-,344,13089,-,Male,-,100,May,22.05.04,Easy
9144,-,2,22,22.07.31,12,Female,0,22.08.03,Holstein,6573,3,90,-,18.05.12,4.3,51,1553,2,Bred,1,-,46,279.3,1470,521,1057,872,518,0,469,1343,1470,521,1334,1279,1214,1141,Inseminate,-,0,-,-,358,2804,-,Female,-,90,May,22.05.14,-
9145,-,80,1,22.07.25,18,Female,281,21.11.04,Holstein,6689,2,322,-,18.05.13,4.2,51,1552,80,"Pregnant, Dry",5,22.01.24,-,-,0,0,1118,952,950,899,558,0,0,0,1240,1216,1169,1194,Conf. Step  Up,Yes,2,22.01.24,-,393,1912,-,Female,-,397,Jul,21.07.11,-
9146,-,5,4,22.07.31,12,Female,128,22.04.06,Holstein,10364,2,300,-,18.05.14,4.2,51,1551,5,Pregnant,4,22.07.02,33.2,190.5,1079,353,1431,1257,1404,1398,1389,1195,1079,353,0,548,1506,1516,Conf. Dry Off,Yes,2,22.07.02,-,449,2287,-,Female,-,300,Oct,21.10.16,Hard
9147,-,75,50,22.08.02,10,Female,170,22.02.23,Holstein,6484,2,340,-,18.05.15,4.2,50.9,1550,75,"Pregnant, Dry",5,22.05.16,-,-,288,5,894,529,533,297,346,339,288,5,1004,1045,770,807,Conf. Step  Up,Yes,2,22.05.16,-,457,12275,-,Female,-,350,Aug,21.08.27,Hard
9149,-,6,5,22.07.31,12,Female,0,21.11.29,Holstein,6647,2,480,-,18.05.17,4.2,50.9,1548,6,Aborted,1,22.02.21,27.9,167,807,305,1109,979,1078,1013,886,654,807,305,1241,1267,1154,1142,Inseminate,-,0,22.02.21,22.06.22,501,1758,-,Female,-,480,Apr,21.04.19,Easy
9150,-,6,5,22.07.31,12,Female,100,22.05.04,Holstein,7999,2,490,-,18.05.17,4.2,50.9,1548,6,Pregnant,4,22.08.01,25.5,161.9,916,305,1164,1058,1155,1143,1099,967,916,305,1400,1344,1127,1167,Conf. Dry Off,Yes,2,22.08.01,-,667,1739,-,Female,-,490,Apr,21.04.09,Easy
9152,-,6,5,22.07.31,12,Female,0,22.08.03,Holstein,2456,2,447,-,18.05.17,4.2,50.9,1548,6,Bred,1,-,30.6,176.1,951,322,1055,906,1049,1009,1030,943,951,322,1226,1190,1091,1009,Inseminate,-,0,-,-,715,12058,-,Male,-,447,May,21.05.22,Easy
9153,-,199,190,22.05.01,103,Female,0,22.01.19,Holstein,-,2,374,Yes,18.05.18,4.2,50.8,1547,199,"Cull, Not Pregnant",1,22.04.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.04.11,22.04.17,446,2002,-,Female,-,374,Aug,21.08.03,-
9154,-,3,2,22.07.31,12,Female,0,22.05.30,Holstein,3592,3,176,-,18.05.19,4.2,50.8,1546,3,Pregnant (1st Preg Check),3,22.07.11,39.9,241,1324,450,0,390,1458,1521,1576,1422,1324,450,1203,1176,1092,444,2nd Pregn. Check,-,1,22.07.11,-,379,12853,-,Male,-,176,Feb,22.02.17,-
9157,-,3,2,22.07.31,12,Female,0,22.07.20,Holstein,6692,2,163,-,18.05.21,4.2,50.7,1544,3,Bred,1,22.07.11,41.6,245,1408,457,0,0,1433,1748,1677,1542,1408,457,596,356,0,0,Inseminate,-,0,22.07.11,-,417,12904,-,Male,-,163,Mar,22.03.02,Easy
9159,-,75,50,22.07.23,20,Female,237,21.12.18,Holstein,933,2,395,-,18.05.22,4.2,50.7,1543,75,"Pregnant, Dry",5,22.03.15,-,-,396,0,1297,1135,1164,1033,947,769,396,0,1306,1210,1248,1294,Conf. Step  Up,Yes,2,22.03.15,-,455,12096,-,Male,-,415,Jun,21.06.23,-
